time,open,high,low,close,Volume
1719412200,158.38,158.91,158.23,158.4,70406
1719412500,158.4,158.52,157.97,158.03,67197
1719412800,158.03,158.4,157.7,158.34,66009
1719413100,158.33,158.65,158.29,158.43,55392
1719413400,158.44,158.57,158.1,158.48,30712
1719413700,158.48,158.58,158,158.09,43273
1719414000,158.12,158.24,157.32,157.4,99376
1719414300,157.41,157.66,157.31,157.36,61727
1719414600,157.35,157.52,156.76,156.99,115112
1719414900,157.05,157.37,157.03,157.21,40315
1719415200,157.23,157.5,157.07,157.09,53098
1719415500,157.07,157.07,156.8,156.93,48898
1719415800,156.9,156.91,156.535,156.6,63496
1719416100,156.59,157.04,156.55,157,33276
1719416400,157,157.1,156.73,156.97,39752
1719416700,156.98,157.34,156.97,157.19,48736
1719417000,157.2,157.68,157.13,157.68,57792
1719417300,157.67,157.83,157.43,157.61,44839
1719417600,157.59,157.59,157,157.24,38500
1719417900,157.26,157.27,156.99,157.08,36241
1719418200,157.095,157.18,156.9,156.96,38262
1719418500,157,157.27,156.94,157.18,16722
1719418800,157.18,157.28,157.04,157.13,50957
1719419100,157.15,157.53,157.13,157.23,25048
1719419400,157.23,157.39,157.06,157.08,13048
1719419700,157.1,157.12,156.67,156.68,66527
1719420000,156.7,156.8,156.37,156.45,56169
1719420300,156.46,156.54,156.02,156.17,68390
1719420600,156.2,156.5,156.2,156.48,37708
1719420900,156.5,156.71,156.28,156.5,25845
1719421200,156.5,156.61,156.39,156.49,15690
1719421500,156.47,156.58,156.37,156.5,28798
1719421800,156.47,157.03,156.47,156.96,33195
1719422100,156.98,157,156.67,156.68,18937
1719422400,156.68,156.84,156.52,156.78,20124
1719422700,156.76,157.15,156.74,157.09,42578
1719423000,157.07,157.18,157,157.08,18679
1719423300,157.1,157.18,156.87,157.11,21445
1719423600,157.09,157.13,156.8,157.13,27512
1719423900,157.11,157.16,156.97,157.02,22786
1719424200,157.04,157.11,156.91,157.02,24414
1719424500,157.02,157.25,156.96,157.18,17194
1719424800,157.14,157.14,156.54,156.54,48916
1719425100,156.56,156.92,156.46,156.92,21006
1719425400,156.91,156.95,156.78,156.8,14865
1719425700,156.82,157.01,156.82,156.91,22382
1719426000,156.9,156.94,156.72,156.9,16765
1719426300,156.9,156.96,156.79,156.79,14206
1719426600,156.81,156.97,156.74,156.875,18906
1719426900,156.89,156.89,156.64,156.65,17295
1719427200,156.67,156.77,156.565,156.73,33633
1719427500,156.72,156.85,156.67,156.73,18274
1719427800,156.72,156.75,156.49,156.61,39971
1719428100,156.6,156.6,156.22,156.25,52435
1719428400,156.24,156.42,156.09,156.35,48458
1719428700,156.35,156.53,156.32,156.35,38187
1719429000,156.33,156.33,156,156.07,67131
1719429300,156.09,156.45,156.09,156.35,38162
1719429600,156.34,156.5,156.29,156.475,20429
1719429900,156.47,156.77,156.45,156.73,47695
1719430200,156.73,156.94,156.57,156.91,38621
1719430500,156.91,157.27,156.85,157.201,56493
1719430800,157.2,157.44,157.18,157.265,53130
1719431100,157.26,157.26,156.98,157.1,76254
1719431400,157.09,157.62,157.065,157.62,98237
1719431700,157.61,157.84,157.46,157.54,95965
1719495000,157.17,158.54,156.81,158.09,162425
1719495300,158.08,159.49,158,158.91,157673
1719495600,158.93,159.23,158.51,159.145,80441
1719495900,159.105,159.63,159,159.12,127687
1719496200,159.14,159.18,158.15,158.91,90495
1719496500,158.92,159.09,158.24,159.01,46929
1719496800,158.99,159.58,158.9,158.9,80891
1719497100,158.9,159.15,157.85,158.585,82118
1719497400,158.6,159.25,158.31,159.25,55160
1719497700,159.18,159.35,158.83,158.88,98881
1719498000,158.84,159.42,158.67,159.21,37211
1719498300,159.22,159.51,159.1,159.25,41245
1719498600,159.21,159.38,158.9,159.13,44070
1719498900,159.11,159.36,158.82,159.27,25768
1719499200,159.2,159.35,158.97,159.31,47818
1719499500,159.33,159.33,158.38,158.48,66986
1719499800,158.48,158.51,157.74,158.04,77296
1719500100,158.05,158.39,157.91,158.31,33335
1719500400,158.29,158.63,158.02,158.55,32024
1719500700,158.55,158.65,158.11,158.34,24379
1719501000,158.38,158.53,158.17,158.24,21105
1719501300,158.24,158.4,158.1,158.21,39580
1719501600,158.18,158.52,158.06,158.52,21052
1719501900,158.5,158.54,158.01,158.17,21917
1719502200,158.23,158.23,157.54,157.79,55014
1719502500,157.8,157.89,157.29,157.83,51111
1719502800,157.82,158.12,157.67,157.76,25827
1719503100,157.77,157.94,157.61,157.72,11701
1719503400,157.69,157.92,157.6,157.76,14622
1719503700,157.73,157.9,157.63,157.8,19602
1719504000,157.81,157.92,157.69,157.86,34760
1719504300,157.89,158.06,157.84,158.02,16044
1719504600,158,158.22,157.955,158,17259
1719504900,157.95,158.12,157.83,157.83,13680
1719505200,157.83,158.01,157.67,157.78,22671
1719505500,157.77,157.96,157.76,157.94,10436
1719505800,157.92,158.15,157.85,158.15,14878
1719506100,158.16,158.3,158.06,158.29,19479
1719506400,158.32,158.34,158.13,158.24,11797
1719506700,158.26,158.48,158.19,158.22,20019
1719507000,158.22,158.3,158.13,158.22,15626
1719507300,158.21,158.25,158.02,158.04,15628
1719507600,158.05,158.29,158.05,158.17,10125
1719507900,158.18,158.33,158.1,158.25,20270
1719508200,158.24,158.3,158.13,158.15,10183
1719508500,158.16,158.33,157.84,157.89,32846
1719508800,157.89,157.99,157.81,157.9,18110
1719509100,157.89,158.19,157.88,158.19,29739
1719509400,158.2,158.47,158.17,158.46,26266
1719509700,158.47,158.96,158.47,158.95,62577
1719510000,158.95,159.12,158.93,159.04,54058
1719510300,159.09,159.22,158.87,159.22,22514
1719510600,159.2,159.23,159.1,159.17,34332
1719510900,159.19,159.24,158.9,158.96,27622
1719511200,158.96,159.03,158.65,158.86,38264
1719511500,158.85,159.23,158.7,159.23,30239
1719511800,159.24,159.32,159,159.09,28660
1719512100,159.1,159.23,158.99,159.17,18675
1719512400,159.19,159.23,159.04,159.22,19039
1719512700,159.21,159.31,159.09,159.27,21474
1719513000,159.27,159.93,159.25,159.93,87052
1719513300,159.93,160.18,159.67,159.67,113671
1719513600,159.66,159.75,159.33,159.49,34930
1719513900,159.49,159.92,159.46,159.89,30053
1719514200,159.88,160.37,159.77,160.15,98791
1719514500,160.105,160.21,159.94,160.12,31074
1719514800,160.1,160.16,159.9,160.02,27107
1719515100,160.01,160.35,159.93,160.26,57351
1719515400,160.27,160.57,160.27,160.39,65966
1719515700,160.37,160.6,159.96,159.99,47581
1719516000,159.97,160.24,159.82,160,32409
1719516300,160,160.24,160,160.08,20280
1719516600,160.06,160.16,159.88,159.9,25217
1719516900,159.91,159.92,159.56,159.89,35933
1719517200,159.89,160.18,159.86,159.925,29152
1719517500,159.93,159.94,159.54,159.65,49501
1719517800,159.61,159.73,158.86,159.18,84648
1719518100,159.18,159.52,158.97,159.47,79870
1719581400,160.25,160.71,159.4,160.29,103136
1719581700,160.37,162.78,160.37,162.56,224820
1719582000,162.52,163.17,161.66,162.94,181283
1719582300,162.91,163.22,162.1,162.87,138262
1719582600,162.87,163.02,162.39,162.86,114281
1719582900,162.84,163.5,162.65,163.35,146772
1719583200,163.41,164.6,163.37,164.39,194462
1719583500,164.4,165.09,164.32,165.09,188330
1719583800,165.1,166.05,165.05,166,217174
1719584100,166,166.02,164.9,165.05,130958
1719584400,165.06,165.78,164.85,165.64,160113
1719584700,165.62,166.44,165.28,165.55,141120
1719585000,165.55,166.08,165.42,166.05,78329
1719585300,166.02,166.08,164.93,165.11,82616
1719585600,165.13,165.14,164.45,164.98,108742
1719585900,164.95,165.35,164.76,165.25,49078
1719586200,165.28,165.41,164.25,164.41,72892
1719586500,164.35,164.55,163.9,163.97,84724
1719586800,163.96,163.97,163.11,163.46,81764
1719587100,163.43,163.51,162.91,163.12,89869
1719587400,163.06,163.5,162.88,163,58950
1719587700,162.93,163.1,162.53,162.77,59403
1719588000,162.78,163.29,162.68,163.08,63364
1719588300,163.07,163.09,162.12,162.73,76581
1719588600,162.72,162.83,162.41,162.45,58378
1719588900,162.44,162.5,161.88,162.41,72180
1719589200,162.4,162.6,161.69,162.02,77262
1719589500,162.03,162.49,161.9,162.45,63327
1719589800,162.48,162.96,162.32,162.88,68876
1719590100,162.86,163,162.72,162.9,41189
1719590400,162.86,163.13,162.58,162.72,37422
1719590700,162.72,162.72,161.9,162.45,40532
1719591000,162.48,162.48,162.01,162.33,29310
1719591300,162.34,162.44,161.62,161.86,63947
1719591600,161.89,162.32,161.89,162.3,21361
1719591900,162.32,162.58,162.28,162.49,25129
1719592200,162.46,162.67,161.98,162.08,28290
1719592500,162.06,162.11,161.4,161.47,44746
1719592800,161.46,161.85,161.26,161.8,33848
1719593100,161.78,161.91,161.67,161.86,41770
1719593400,161.9,161.91,161.7,161.79,34692
1719593700,161.8,161.93,161.78,161.87,11693
1719594000,161.83,161.86,161.4,161.44,44681
1719594300,161.445,162.3,161.37,162.29,28682
1719594600,162.29,162.41,162.2,162.37,32446
1719594900,162.35,162.74,162.33,162.67,55573
1719595200,162.66,163.05,162.66,163.03,55538
1719595500,163.04,163.44,162.9,163.04,55668
1719595800,163.09,163.26,162.79,162.89,31836
1719596100,162.9,163.17,162.84,163.02,30752
1719596400,163.02,163.05,162.65,162.8,17081
1719596700,162.77,162.79,162.43,162.45,26563
1719597000,162.47,162.84,162.42,162.8,44340
1719597300,162.81,163.1,162.69,163.07,26315
1719597600,163.05,163.06,162.74,162.89,30831
1719597900,162.9,162.9,162.62,162.77,25191
1719598200,162.81,163.16,162.78,163.14,59899
1719598500,163.12,163.13,162.7,162.83,33492
1719598800,162.82,162.85,161.96,162.16,42692
1719599100,162.15,162.44,162.14,162.14,20419
1719599400,162.15,162.16,161.9,162.02,32926
1719599700,162.01,162.19,161.95,162.09,15631
1719600000,162.06,162.11,161.8,161.97,19865
1719600300,161.96,162.12,161.85,161.93,14507
1719600600,161.93,162.08,161.92,162.02,12501
1719600900,162.03,162.26,162.03,162.12,36879
1719601200,162.12,162.12,161.64,161.72,45234
1719601500,161.7,162.05,161.7,161.9,31205
1719601800,161.91,161.96,161.775,161.92,26348
1719602100,161.92,162,161.75,161.94,28606
1719602400,161.96,162.07,161.425,161.55,33804
1719602700,161.56,161.65,161.48,161.57,26832
1719603000,161.57,161.59,160.49,160.98,65853
1719603300,160.98,161.42,160.86,161.37,41080
1719603600,161.35,161.77,161.16,161.53,42207
1719603900,161.52,162.16,161.47,162.16,67715
1719604200,161.98,162.39,161.82,162.12,66516
1719604500,162.17,162.68,162.11,162.18,110908
1719840600,161.31,161.49,158,158.35,220425
1719840900,158.37,158.82,157.55,158.25,180202
1719841200,158.28,158.28,156.76,156.82,213185
1719841500,156.83,157.28,155.24,155.29,205119
1719841800,155.35,155.47,154.37,154.74,241460
1719842100,154.73,155.72,154.51,155.34,117572
1719842400,155.39,155.96,155,155.65,149506
1719842700,155.66,155.98,154.9,155,169703
1719843000,154.96,154.96,153.64,153.84,213189
1719843300,153.85,154.98,153.67,154.84,109330
1719843600,154.85,154.97,154.1,154.475,132824
1719843900,154.48,155.04,154.13,154.44,97968
1719844200,154.42,154.57,153.92,154.14,101708
1719844500,154.13,155.3,154.12,154.18,183677
1719844800,154.21,154.99,154,154.94,114097
1719845100,154.96,155.2,154.56,154.6,72574
1719845400,154.68,155.12,154.36,154.48,92078
1719845700,154.45,155.49,154.45,155.09,69575
1719846000,155.09,155.25,154.61,154.96,48408
1719846300,154.97,155.14,154.59,154.62,65582
1719846600,154.65,155.47,154.6,155.455,82281
1719846900,155.455,155.51,155.11,155.33,64460
1719847200,155.32,155.66,155.3,155.39,68519
1719847500,155.42,156.22,155.29,156.15,98066
1719847800,156.14,156.33,155.8,156.29,84092
1719848100,156.27,156.46,155.8,155.84,78934
1719848400,155.82,156.46,155.81,156.01,59140
1719848700,155.98,156.48,155.94,156.25,29223
1719849000,156.24,156.63,156.17,156.54,42021
1719849300,156.58,156.73,156.32,156.61,52992
1719849600,156.58,156.66,156.31,156.46,47279
1719849900,156.44,157.17,156.4,157.09,59578
1719850200,157.09,157.26,156.78,157.19,55016
1719850500,157.17,157.23,156.95,157.03,37167
1719850800,157.05,157.05,156.75,156.88,48278
1719851100,156.87,156.96,156.77,156.88,21121
1719851400,156.87,156.96,156.52,156.57,41390
1719851700,156.56,156.87,156.38,156.87,37106
1719852000,156.88,156.89,156.56,156.66,15718
1719852300,156.66,156.86,156.64,156.8,19786
1719852600,156.81,157.02,156.69,157,31357
1719852900,157.01,157.12,156.8,156.97,31558
1719853200,156.95,156.95,156.19,156.33,39560
1719853500,156.33,156.36,156.09,156.18,27418
1719853800,156.15,156.52,156.06,156.37,21132
1719854100,156.37,156.59,156.27,156.49,19128
1719854400,156.47,156.47,155.89,156.11,39620
1719854700,156.13,156.38,156.02,156.2,22370
1719855000,156.22,156.26,156.03,156.17,12113
1719855300,156.13,156.37,155.94,156,22807
1719855600,155.97,156.37,155.97,156.27,15810
1719855900,156.26,156.535,156.24,156.29,25504
1719856200,156.27,156.445,156.15,156.26,16099
1719856500,156.24,156.32,156.13,156.24,18580
1719856800,156.21,156.51,156.05,156.47,24172
1719857100,156.48,157.38,156.39,157.22,71083
1719857400,157.22,157.54,157.12,157.25,59844
1719857700,157.26,157.58,157.21,157.47,39285
1719858000,157.47,157.47,157,157.06,39016
1719858300,157.06,157.19,156.82,156.89,31449
1719858600,156.89,157.26,156.825,157.26,21365
1719858900,157.27,157.37,157.05,157.26,21043
1719859200,157.29,157.41,157.13,157.41,13591
1719859500,157.41,157.85,157.41,157.44,81412
1719859800,157.46,157.47,157.08,157.36,44672
1719860100,157.38,157.965,157.28,157.7,76091
1719860400,157.69,157.79,157.47,157.6,38605
1719860700,157.61,158.02,157.58,157.72,72430
1719861000,157.74,157.92,157.58,157.78,41226
1719861300,157.79,157.82,157.63,157.77,62650
1719861600,157.77,157.8,157.36,157.47,38810
1719861900,157.45,157.45,156.84,156.98,39570
1719862200,156.97,157.1,156.75,157.06,37679
1719862500,157.1,157.29,156.91,157,25395
1719862800,157.01,157.21,156.86,156.91,34091
1719863100,156.89,157.15,156.78,157.13,59840
1719863400,157.15,157.83,157.15,157.72,100418
1719863700,157.72,157.89,157.55,157.69,81574
1719927000,156.89,160.02,156.89,159.82,237424
1719927300,159.82,160.32,158.92,160.14,168141
1719927600,160.18,161.15,159.7,161.02,163709
1719927900,161.05,161.14,159.94,160,154519
1719928200,160,160.21,158.96,158.99,126974
1719928500,158.95,159.11,158,158.36,92130
1719928800,158.45,158.5,157.73,158.08,91804
1719929100,158.04,158.36,157.25,157.25,93731
1719929400,157.32,158.06,156.75,157.65,95565
1719929700,157.64,158.01,157.31,157.84,46263
1719930000,157.8,157.92,156.82,156.91,78103
1719930300,156.94,157.72,156.94,157.36,46064
1719930600,157.33,157.82,157.1,157.42,48753
1719930900,157.44,157.72,157.19,157.71,33882
1719931200,157.66,158,157.45,157.6,70026
1719931500,157.58,157.98,157.46,157.87,34298
1719931800,157.85,158.6,157.74,158.5,59718
1719932100,158.53,158.79,158.47,158.54,60667
1719932400,158.53,158.72,157.75,157.93,99830
1719932700,157.98,158.55,157.86,158.53,52007
1719933000,158.48,158.76,158.3,158.59,52913
1719933300,158.6,158.94,158.5,158.9,44089
1719933600,158.91,159.53,158.33,159.53,79335
1719933900,159.54,159.65,159.12,159.26,56336
1719934200,159.27,159.67,159.21,159.36,53917
1719934500,159.41,159.76,159.26,159.65,42614
1719934800,159.64,159.86,159.1,159.12,67325
1719935100,159.14,159.31,158.77,159.05,69604
1719935400,159.04,159.45,158.96,159.42,30660
1719935700,159.41,159.41,158.86,159.03,28818
1719936000,159.02,159.58,158.86,159.58,41672
1719936300,159.56,159.61,159.26,159.5,27199
1719936600,159.51,159.6,159.07,159.53,28369
1719936900,159.52,159.73,159.2,159.41,32791
1719937200,159.41,159.41,158.85,158.94,35933
1719937500,158.94,159.38,158.72,159.27,44856
1719937800,159.28,159.55,159.24,159.42,29152
1719938100,159.42,159.5,159.15,159.32,27443
1719938400,159.33,159.37,159.2,159.2,20365
1719938700,159.19,159.46,159.17,159.46,37804
1719939000,159.46,159.57,159.275,159.57,24612
1719939300,159.58,159.8,159.51,159.75,41814
1719939600,159.74,160,159.69,159.94,63343
1719939900,159.93,160.24,159.8,160.2,41237
1719940200,160.21,160.87,160.17,160.79,71939
1719940500,160.81,161.42,160.78,160.94,106860
1719940800,160.93,161.2,160.8,161.08,80652
1719941100,161.06,161.06,160.6,160.75,35763
1719941400,160.76,161.12,160.69,160.9,39519
1719941700,160.92,161.34,160.87,161.34,46255
1719942000,161.35,161.87,161.29,161.6,85619
1719942300,161.62,161.62,161.27,161.39,53816
1719942600,161.45,161.58,161.14,161.45,32709
1719942900,161.45,162.1,161.35,161.93,94557
1719943200,161.91,162.24,161.77,162.14,55651
1719943500,162.15,162.37,161.88,162,53884
1719943800,162.01,162.39,161.92,162.32,56263
1719944100,162.35,162.35,161.96,162.05,34304
1719944400,162.03,162.3,161.95,162.3,43728
1719944700,162.3,162.44,162.16,162.32,42747
1719945000,162.32,162.47,162.2,162.26,40757
1719945300,162.29,162.58,162.29,162.5,65133
1719945600,162.49,163.1,162.39,163.1,93166
1719945900,163.11,163.19,162.91,163.04,51793
1719946200,163.02,163.66,163.02,163.62,83227
1719946500,163.63,164.09,163.34,163.35,114004
1719946800,163.34,163.98,163.31,163.8,66961
1719947100,163.79,163.92,163.62,163.76,38113
1719947400,163.73,164.22,163.63,164.2,61485
1719947700,164.21,164.21,163.63,163.75,60365
1719948000,163.7,163.9,163.665,163.83,40719
1719948300,163.82,164,163.75,163.92,62836
1719948600,163.91,164.51,163.84,164.46,109885
1719948900,164.45,164.57,164.18,164.42,84207
1719949200,164.415,164.57,163.98,164.57,120094
1719949500,164.56,164.56,163.98,164.02,84507
1719949800,164.04,164.36,163.91,164.18,79774
1719950100,164.18,164.34,163.87,164.31,136431
1720013400,164.09,165.26,163.3,165.2,229965
1720013700,165.19,165.22,163.77,163.87,136815
1720014000,163.84,164,162.81,163.56,82006
1720014300,163.56,163.92,163.05,163.74,85292
1720014600,163.78,163.98,163.4,163.49,74988
1720014900,163.49,163.73,163.14,163.57,65779
1720015200,163.61,164,162.83,163.5,97070
1720015500,163.455,163.56,162.51,162.8,76987
1720015800,162.81,164.25,162.81,164.2,120642
1720016100,164.17,164.26,163.69,163.91,52351
1720016400,163.9,164.5,163.77,163.83,52089
1720016700,163.8,163.8,162.95,163.26,77084
1720017000,163.33,163.42,163,163.17,37378
1720017300,163.1,163.41,163.03,163.29,44921
1720017600,163.27,163.6,163,163.17,59750
1720017900,163.21,163.82,163.13,163.82,50786
1720018200,163.85,163.98,163.32,163.599,38728
1720018500,163.605,163.8,163.28,163.65,37170
1720018800,163.64,163.93,163.43,163.455,35799
1720019100,163.46,163.9,163.38,163.78,43628
1720019400,163.79,164.01,163.78,163.92,30488
1720019700,163.94,164.23,163.94,164.18,52623
1720020000,164.18,164.27,164.05,164.15,36527
1720020300,164.13,164.38,163.92,164.31,31268
1720020600,164.3,164.32,163.4,163.41,57416
1720020900,163.44,163.51,162.97,163.04,64910
1720021200,163.03,163.19,162.69,163.05,63318
1720021500,163.05,163.46,163.04,163.38,56773
1720021800,163.4,163.64,163.19,163.34,32997
1720022100,163.36,163.67,163.28,163.67,44186
1720022400,163.67,163.86,163.57,163.74,32854
1720022700,163.75,163.8,163.39,163.53,44762
1720023000,163.55,163.88,163.49,163.85,42398
1720023300,163.84,164.22,163.725,164.22,69821
1720023600,164.22,164.46,164.12,164.44,51649
1720023900,164.45,165.16,164.32,165.09,95300
1720024200,165.08,165.11,164.46,164.7,68853
1720024500,164.71,165.03,164.59,164.77,51438
1720024800,164.76,164.76,163.91,163.96,54292
1720025100,163.96,164.02,163.63,163.82,51118
1720025400,163.76,163.95,163.45,163.65,60423
1720025700,163.65,163.99,163.63,163.8,69873
1720186200,165.97,168.67,165.87,168.36,324104
1720186500,168.39,168.42,166.82,167.97,120637
1720186800,167.96,168.17,166.89,167.06,87818
1720187100,167.02,167.1,165.69,166.79,114706
1720187400,166.8,167.09,166.33,167.09,66944
1720187700,167.1,168.27,167.1,168,140823
1720188000,168,169.55,167.81,169.51,236403
1720188300,169.51,170.2,168.41,168.7,244966
1720188600,168.63,169.05,168.04,168.47,108692
1720188900,168.5,169.21,168.12,169.06,96030
1720189200,169.06,170.38,168.93,170.37,154170
1720189500,170.35,170.35,169.08,170,101100
1720189800,170,170.28,169.69,170.08,80554
1720190100,170.09,170.24,169.17,170.17,59648
1720190400,170.2,171.125,169.88,171.12,224756
1720190700,171.13,171.42,170.77,170.95,107748
1720191000,170.94,171.84,170.67,171.72,110433
1720191300,171.75,172.19,171.36,171.59,148214
1720191600,171.61,172,171.04,171.35,100321
1720191900,171.33,171.35,170.77,170.85,66892
1720192200,170.82,171.16,170.61,171.12,57506
1720192500,171.15,171.18,170.16,170.5,80914
1720192800,170.47,170.55,170.01,170.52,47636
1720193100,170.45,170.8,170.2,170.76,39008
1720193400,170.72,171.04,170.63,170.9,45105
1720193700,170.92,171.26,170.75,171.02,36992
1720194000,171.01,171.43,170.73,171.22,87110
1720194300,171.25,171.77,171.2,171.47,65918
1720194600,171.41,171.91,171.33,171.62,54153
1720194900,171.63,171.99,171.49,171.75,73722
1720195200,171.76,172.49,171.7,172.2,136864
1720195500,172.2,172.46,172.01,172.43,79217
1720195800,172.43,172.99,172.2,172.91,110362
1720196100,172.92,173.15,172.47,173.15,103193
1720196400,173.15,173.9,173.04,173.9,112826
1720196700,173.9,174.02,173.37,173.89,138898
1720197000,173.86,173.88,172.7,172.76,112171
1720197300,172.74,172.93,172.24,172.76,102164
1720197600,172.7,173.15,172.49,172.5,52763
1720197900,172.5,172.72,172.21,172.21,43980
1720198200,172.26,172.49,171.96,172.37,54469
1720198500,172.39,172.41,171.73,172,65451
1720198800,172.02,172.26,171.705,171.96,59224
1720199100,171.96,172.02,171.23,171.5,41214
1720199400,171.51,172.09,171.51,172.09,47492
1720199700,172.08,172.08,171.5,171.75,40187
1720200000,171.73,172.43,171.68,172.3,88855
1720200300,172.32,172.35,171.97,172.12,61261
1720200600,172.15,172.67,172.1,172.5,69813
1720200900,172.52,172.96,172.44,172.95,67756
1720201200,172.94,173,172.56,172.94,129952
1720201500,172.93,173.01,172.59,172.88,84948
1720201800,172.9,172.97,172.57,172.87,31153
1720202100,172.85,172.94,172.69,172.91,31093
1720202400,172.92,172.94,172.49,172.62,48348
1720202700,172.65,172.95,172.65,172.82,69212
1720203000,172.77,172.9,172.64,172.68,34657
1720203300,172.69,172.71,172.21,172.26,41810
1720203600,172.26,172.39,171.64,171.7,75788
1720203900,171.68,172.15,171.66,171.94,41764
1720204200,171.9,172.1,171.78,172.08,37101
1720204500,172.05,172.07,171.61,171.71,39640
1720204800,171.72,171.86,171.54,171.64,36502
1720205100,171.69,171.83,171.58,171.61,45384
1720205400,171.61,171.9,171.57,171.62,31155
1720205700,171.63,172.16,171.56,172.09,53615
1720206000,172.09,172.09,171.67,171.71,27038
1720206300,171.71,171.88,171.58,171.87,29378
1720206600,171.9,172.24,171.85,172.19,45412
1720206900,172.17,172.24,171.8,171.84,40180
1720207200,171.82,172.13,171.75,171.97,39192
1720207500,171.97,172.09,171.64,171.67,49698
1720207800,171.67,172.25,171.63,172.24,61590
1720208100,172.25,172.335,171.93,172.29,41463
1720208400,172.28,172.3,171.85,172.07,44553
1720208700,172.07,172.14,171.92,171.99,41638
1720209000,171.98,172.16,171.57,171.91,98634
1720209300,171.85,172,171.69,171.81,134756
1720445400,174.98,177.62,174.56,175.79,427151
1720445700,175.82,176.84,174.87,176.5,257399
1720446000,176.54,177.1,175.36,175.81,152137
1720446300,175.75,176.65,175.6,176.15,122666
1720446600,176.17,177.03,173.68,174.459,223080
1720446900,174.41,175.67,174.41,175.515,96714
1720447200,175.51,175.56,174.19,174.93,85537
1720447500,174.91,176.31,174.51,175.86,110509
1720447800,175.88,175.91,174.6,174.8,60742
1720448100,174.76,175.02,174.05,174.71,64616
1720448400,174.7,174.93,173.68,174.78,100257
1720448700,174.87,175.25,174.57,175.19,60224
1720449000,175.2,175.44,174.56,174.865,47738
1720449300,174.86,175.08,174.18,174.9,52129
1720449600,174.9,175.18,174.58,174.86,34100
1720449900,174.74,175.1,174.45,174.53,39130
1720450200,174.56,174.75,174.28,174.65,44672
1720450500,174.57,174.57,173.28,173.55,87657
1720450800,173.48,173.99,173.24,173.99,50906
1720451100,173.98,174.75,173.98,174.55,62490
1720451400,174.59,174.64,174.17,174.32,40127
1720451700,174.35,175.17,173.9,175.16,73806
1720452000,175.18,175.72,175.17,175.29,70271
1720452300,175.29,175.32,174.405,174.63,53668
1720452600,174.6,174.62,174.11,174.16,94935
1720452900,174.15,174.41,173.71,173.71,38602
1720453200,173.715,173.84,173.46,173.79,85930
1720453500,173.79,174.16,173.71,173.8,39031
1720453800,173.79,174.14,173.73,173.97,29236
1720454100,173.97,174.34,173.87,174.34,35479
1720454400,174.32,174.43,174.01,174.41,39780
1720454700,174.42,174.44,173.93,174.09,27864
1720455000,174.05,174.96,173.96,174.96,47335
1720455300,174.94,175.02,174.8,174.91,35966
1720455600,174.9,175.31,174.88,175.25,47018
1720455900,175.24,175.28,174.7,175.03,55051
1720456200,175.03,175.1,174.86,175.05,23927
1720456500,175.04,175.25,174.94,175.03,29755
1720456800,175.04,175.55,175.01,175.26,65276
1720457100,175.28,175.47,175.22,175.33,33253
1720457400,175.31,175.73,175.24,175.621,36913
1720457700,175.65,175.95,175.52,175.79,38926
1720458000,175.81,176.08,175.75,176.05,44767
1720458300,176.08,176.52,176,176.49,65051
1720458600,176.48,176.57,175.95,176.115,35958
1720458900,176.115,176.23,175.77,176.08,46649
1720459200,176.1,176.44,175.99,176.2,30323
1720459500,176.22,176.58,176,176.51,39437
1720459800,176.51,176.89,176.28,176.89,54950
1720460100,176.89,177.04,176.64,176.98,60844
1720460400,176.95,177.1,176.68,176.73,45975
1720460700,176.73,176.77,176.43,176.76,36357
1720461000,176.74,177.3,176.62,177.27,64776
1720461300,177.29,177.78,177.07,177.5,102056
1720461600,177.51,177.92,177.3,177.51,55886
1720461900,177.5,177.82,177.44,177.82,35034
1720462200,177.81,178.01,177.52,177.52,79797
1720462500,177.53,178,177.4,177.91,55209
1720462800,177.92,178.02,177.76,177.93,26346
1720463100,177.94,178.13,177.72,177.81,57751
1720463400,177.83,177.84,177.41,177.76,40617
1720463700,177.77,177.8,177.595,177.72,22298
1720464000,177.71,177.75,176.96,177.285,48136
1720464300,177.22,177.39,176.87,177.33,38176
1720464600,177.35,177.52,177.09,177.13,42050
1720464900,177.13,177.44,177.13,177.38,26444
1720465200,177.38,177.4,177.06,177.34,38186
1720465500,177.29,177.47,177.27,177.34,25230
1720465800,177.38,177.47,177.21,177.44,28472
1720466100,177.38,177.44,177.11,177.36,21428
1720466400,177.36,177.74,177.36,177.58,45665
1720466700,177.58,177.58,176.96,177.17,46047
1720467000,177.18,177.85,177.16,177.8,62275
1720467300,177.77,178.08,177.62,177.85,65358
1720467600,177.85,178.41,177.58,178.41,67510
1720467900,178.39,178.51,178.24,178.46,76322
1720468200,178.48,178.77,178.4,178.75,104371
1720468500,178.75,178.95,178.46,178.68,118318
1720531800,177.98,180.4,177.91,180.1,306603
1720532100,180.08,180.34,177.55,177.93,222932
1720532400,177.94,178.38,177.22,178.33,119901
1720532700,178.345,178.53,177.93,178.19,93367
1720533000,178.22,178.29,176.54,177,170723
1720533300,177.03,177.64,176.93,177.35,106844
1720533600,177.36,177.77,177.08,177.49,79593
1720533900,177.48,177.51,176.17,177.29,130343
1720534200,177.28,178.07,177.2,177.78,78867
1720534500,177.76,177.9,177.16,177.2,58645
1720534800,177.18,177.33,176.35,176.35,102779
